Dataset: beers
Original file: /root/datarepair/datasets/beers/dirty.csv
Clean file: /root/datarepair/datasets/beers/clean.csv
Repaired file: /root/datarepair/baselines/raha/repaired_datasets/beers/repaired_dirty.csv
Processing time: 180.43 seconds
Total errors detected: 4362
Total corrections applied: 4050

Corrections applied (Row,Column,Original_Value,Corrected_Value):
1634,4,"0.047%","0.047"
1637,4,"0.047%","0.047"
1674,4,"0.057999999999999996%","0.058"
1696,4,"0.047%","0.047"
1697,4,"0.057999999999999996%","0.058"
1704,4,"0.08%","0.08"
1805,4,"0.057999999999999996%","0.058"
1814,4,"0.08%","0.08"
1819,4,"0.065%","0.065"
1893,4,"0.057999999999999996%","0.058"
1905,4,"0.057999999999999996%","0.058"
1951,4,"0.057999999999999996%","0.058"
1989,4,"0.065%","0.065"
2000,4,"0.047%","0.047"
2001,4,"0.047%","0.047"
2002,4,"0.047%","0.047"
2030,4,"0.047%","0.047"
2035,4,"0.057999999999999996%","0.058"
2046,4,"0.065%","0.065"
2184,4,"0.065%","0.065"
2208,4,"0.065%","0.065"
2212,4,"0.08%","0.08"
2236,4,"0.057999999999999996%","0.058"
2237,4,"0.057999999999999996%","0.058"
2244,4,"0.065%","0.065"
2262,4,"0.047%","0.047"
2264,4,"0.065%","0.065"
2284,4,"0.065%","0.065"
2297,4,"0.065%","0.065"
2300,4,"0.08%","0.08"
2346,4,"0.08%","0.08"
2388,4,"0.057999999999999996%","0.058"
2393,4,"0.065%","0.065"
309,8,"Canton MA","Canton"
20,8,"San Francisco CA","San Francisco"
47,8,"Saint Louis MO","Saint Louis"
121,8,"Hayward WI","Hayward"
134,8,"Denton TX","Denton"
139,8,"Asheville NC","Asheville"
155,8,"Detroit MI","Detroit"
183,8,"San Diego CA","San Diego"
230,8,"Duluth MN","Duluth"
310,8,"Afton VA","Afton"
352,8,"Eagle CO","Eagle"
381,8,"Denver CO","Denver"
410,8,"Grand Rapids MI","Grand Rapids"
451,8,"Tampa Bay FL","Tampa Bay"
461,8,"Brooklyn NY","Brooklyn"
466,8,"Reno NV","Reno"
472,8,"Houston TX","Houston"
500,8,"Oklahoma City OK","Oklahoma City"
508,8,"Ashland OR","Ashland"
518,8,"Cambridge MA","Cambridge"
542,8,"Mooresville NC","Mooresville"
543,8,"Mooresville NC","Mooresville"
550,8,"Atlantic Highlands NJ","Atlantic Highlands"
572,8,"Edwards CO","Edwards"
578,8,"San Luis Obispo CA","San Luis Obispo"
584,8,"Charlottesville VA","Charlottesville"
588,8,"Angola IN","Angola"
642,8,"Des Moines IA","Des Moines"
715,8,"Bloomington IL","Bloomington"
716,8,"Bloomington IL","Bloomington"
723,8,"Belmont CA","Belmont"
779,8,"Boulder CO","Boulder"
793,8,"Buellton CA","Buellton"
805,8,"Paso Robles CA","Paso Robles"
846,8,"Dallas TX","Dallas"
864,8,"Frankenmuth MI","Frankenmuth"
886,8,"Lake Geneva WI","Lake Geneva"
890,8,"Los Angeles CA","Los Angeles"
897,8,"Los Angeles CA","Los Angeles"
940,8,"Aurora IN","Aurora"
952,8,"Denver CO","Denver"
1028,8,"Boston MA","Boston"
1039,8,"Mill Valley CA","Mill Valley"
1088,8,"Portland OR","Portland"
1137,8,"Stevens Point WI","Stevens Point"
1148,8,"Houston TX","Houston"
1156,8,"Brooklyn NY","Brooklyn"
1158,8,"Soldotna AK","Soldotna"
1187,8,"Albuquerque NM","Albuquerque"
1203,8,"Helena MT","Helena"
1211,8,"York PA","York"
1239,8,"Portland OR","Portland"
1294,8,"Utica NY","Utica"
1342,8,"Chicago IL","Chicago"
1374,8,"San Diego CA","San Diego"
1376,8,"San Diego CA","San Diego"
1430,8,"Portland OR","Portland"
1480,8,"Myrtle Beach SC","Myrtle Beach"
1558,8,"Longmont CO","Longmont"
1582,8,"Longmont CO","Longmont"
1587,8,"Lyons CO","Lyons"
1591,8,"Lyons CO","Lyons"
1620,8,"Portland ME","Portland"
1641,8,"Petoskey MI","Petoskey"
1670,8,"Dillon CO","Dillon"
1691,8,"Marietta GA","Marietta"
1708,8,"Denver CO","Denver"
1738,8,"Portland ME","Portland"
1743,8,"Export PA","Export"
1747,8,"Export PA","Export"
1759,8,"Rochester MI","Rochester"
1772,8,"Lansdale PA","Lansdale"
1800,8,"Chandler AZ","Chandler"
1831,8,"Silverton OR","Silverton"
1860,8,"Brooklyn NY","Brooklyn"
1865,8,"Brooklyn NY","Brooklyn"
1905,8,"Pottstown PA","Pottstown"
1926,8,"Boise ID","Boise"
1932,8,"Boise ID","Boise"
1955,8,"Conroe TX","Conroe"
1979,8,"Chicago IL","Chicago"
2019,8,"Baltimore MD","Baltimore"
2030,8,"St. Paul MN","St. Paul"
2041,8,"Indianapolis IN","Indianapolis"
2042,8,"Indianapolis IN","Indianapolis"
2044,8,"Indianapolis IN","Indianapolis"
2060,8,"Indianapolis IN","Indianapolis"
2073,8,"Brooklyn Center MN","Brooklyn Center"
2132,8,"Evanston IL","Evanston"
2143,8,"Waterbury VT","Waterbury"
2186,8,"Kearney NE","Kearney"
2204,8,"Idaho Springs CO","Idaho Springs"
2217,8,"Hershey PA","Hershey"
2270,8,"Santa Cruz CA","Santa Cruz"
2286,8,"Boulder CO","Boulder"
2293,8,"Boulder CO","Boulder"
2314,8,"Meadville PA","Meadville"
2376,8,"Stevensville MT","Stevensville"
2393,8,"North Woodstock NH","North Woodstock"
309,9,"","MA"
889,8,"Pineland ME","Pineland"
889,9,"","ME"
90,8,"Madison WI","Madison"
90,9,"","WI"
26,4,"0.049%","0.049"
46,4,"0.055%","0.055"
123,4,"0.05%","0.05"
304,4,"0.055999999999999994%","0.056"
305,4,"0.055999999999999994%","0.056"
371,4,"0.06%","0.06"
411,4,"0.055999999999999994%","0.056"
457,4,"0.068%","0.068"
530,4,"0.049%","0.05"
533,4,"0.046%","0.046"
618,4,"0.055%","0.055"
916,4,"0.054000000000000006%","0.054"
974,4,"0.059000000000000004%","0.055"
1034,4,"0.064%","0.064"
1043,4,"0.063%","0.063"
1078,4,"0.039%","0.039"
1079,4,"0.039%","0.039"
1081,4,"0.039%","0.039"
1082,4,"0.039%","0.039"
1084,4,"0.039%","0.039"
1086,4,"0.039%","0.039"
1181,4,"0.046%","0.046"
1182,4,"0.046%","0.046"
1254,4,"0.051%","0.051"
1368,4,"0.055%","0.055"
1426,4,"0.042%","0.042"
1445,4,"0.05%","0.05"
1451,4,"0.052000000000000005%","0.052"
1516,4,"0.048%","0.045"
1669,4,"0.059000000000000004%","0.059"
1780,4,"0.073%","0.073"
1883,4,"0.068%","0.068"
1952,4,"0.05%","0.05"
1976,4,"0.096%","0.096"
1983,4,"0.05%","0.05"
2005,4,"0.052000000000000005%","0.052"
2010,4,"0.057%","0.057"
2100,4,"0.05%","0.05"
2112,4,"0.05%","0.05"
2173,4,"0.051%","0.05"
2298,4,"0.04%","0.04"
836,8,"Latrobe PA","Latrobe"
836,9,"","PA"
2086,4,"0.05%","0.05"
154,4,"0.05%","0.05"
253,4,"0.05%","0.05"
293,4,"0.05%","0.05"
326,4,"0.05%","0.05"
384,4,"0.05%","0.05"
432,4,"0.05%","0.05"
543,4,"0.05%","0.05"
571,4,"0.05%","0.05"
597,4,"0.05%","0.05"
616,4,"0.05%","0.05"
619,4,"0.05%","0.05"
622,4,"0.05%","0.05"
648,4,"0.05%","0.05"
681,4,"0.05%","0.05"
711,4,"0.05%","0.05"
712,4,"0.05%","0.05"
717,4,"0.05%","0.05"
753,4,"0.05%","0.05"
756,4,"0.05%","0.05"
777,4,"0.05%","0.05"
860,4,"0.05%","0.05"
885,4,"0.05%","0.05"
979,4,"0.05%","0.05"
994,4,"0.05%","0.05"
997,4,"0.05%","0.05"
1021,4,"0.05%","0.05"
1026,4,"0.05%","0.05"
1138,4,"0.05%","0.05"
1139,4,"0.05%","0.05"
1193,4,"0.05%","0.05"
1203,4,"0.05%","0.05"
1248,4,"0.05%","0.05"
1264,4,"0.05%","0.05"
1303,4,"0.05%","0.05"
1307,4,"0.05%","0.05"
1333,4,"0.05%","0.05"
1364,4,"0.05%","0.05"
1403,4,"0.05%","0.05"
1406,4,"0.05%","0.05"
1469,4,"0.05%","0.05"
1471,4,"0.05%","0.05"
1531,4,"0.05%","0.05"
1533,4,"0.05%","0.05"
1618,4,"0.05%","0.05"
1664,4,"0.05%","0.05"
1706,4,"0.05%","0.05"
1727,4,"0.05%","0.05"
1790,4,"0.05%","0.05"
1794,4,"0.05%","0.05"
1817,4,"0.05%","0.05"
1850,4,"0.05%","0.05"
1941,4,"0.05%","0.05"
2007,4,"0.05%","0.05"
2012,4,"0.05%","0.05"
2096,4,"0.05%","0.05"
2119,4,"0.05%","0.05"
2250,4,"0.05%","0.05"
2378,4,"0.05%","0.05"
1448,4,"0.055%","0.055"
792,4,"0.055%","0.055"
2190,4,"0.055%","0.055"
1545,4,"0.055%","0.055"
2381,4,"0.055%","0.055"
1052,4,"0.055%","0.055"
44,4,"0.055%","0.055"
151,4,"0.055%","0.055"
295,4,"0.055%","0.055"
375,4,"0.055%","0.055"
447,4,"0.055%","0.055"
526,4,"0.055%","0.055"
528,4,"0.055%","0.055"
663,4,"0.055%","0.055"
667,4,"0.055%","0.055"
669,4,"0.055%","0.055"
770,4,"0.055%","0.055"
790,4,"0.055%","0.055"
813,4,"0.055%","0.055"
1112,4,"0.055%","0.055"
1125,4,"0.055%","0.055"
1302,4,"0.055%","0.055"
1382,4,"0.055%","0.055"
1389,4,"0.055%","0.055"
1486,4,"0.055%","0.055"
1603,4,"0.055%","0.055"
1617,4,"0.055%","0.055"
1742,4,"0.055%","0.055"
1761,4,"0.055%","0.055"
1765,4,"0.055%","0.055"
1793,4,"0.055%","0.055"
1803,4,"0.055%","0.055"
1804,4,"0.055%","0.055"
1928,4,"0.055%","0.055"
2157,4,"0.055%","0.055"
2179,4,"0.055%","0.055"
2204,4,"0.055%","0.055"
2218,4,"0.055%","0.055"
2352,4,"0.055%","0.055"
2355,4,"0.055%","0.055"
2403,4,"0.055%","0.055"
2407,4,"0.055%","0.055"
2408,4,"0.055%","0.055"
178,4,"0.06%","0.06"
131,4,"0.06%","0.06"
179,4,"0.06%","0.06"
218,4,"0.06%","0.06"
230,4,"0.06%","0.06"
320,4,"0.06%","0.06"
330,4,"0.06%","0.06"
436,4,"0.06%","0.06"
448,4,"0.06%","0.06"
631,4,"0.06%","0.06"
672,4,"0.06%","0.06"
679,4,"0.06%","0.06"
695,4,"0.06%","0.06"
698,4,"0.06%","0.06"
819,4,"0.06%","0.06"
939,4,"0.06%","0.06"
967,4,"0.06%","0.06"
976,4,"0.06%","0.06"
985,4,"0.06%","0.06"
989,4,"0.06%","0.06"
1041,4,"0.06%","0.06"
1137,4,"0.06%","0.06"
1213,4,"0.06%","0.06"
1270,4,"0.06%","0.06"
1297,4,"0.06%","0.06"
1306,4,"0.06%","0.06"
1530,4,"0.06%","0.06"
1898,4,"0.06%","0.06"
1925,4,"0.06%","0.06"
2261,4,"0.06%","0.06"
2319,4,"0.06%","0.06"
2328,4,"0.06%","0.06"
882,4,"0.07%","0.07"
29,4,"0.07%","0.07"
30,4,"0.07%","0.07"
145,4,"0.07%","0.07"
182,4,"0.07%","0.07"
204,4,"0.07%","0.07"
243,4,"0.07%","0.07"
419,4,"0.07%","0.07"
584,4,"0.07%","0.07"
608,4,"0.07%","0.07"
761,4,"0.07%","0.07"
780,4,"0.07%","0.07"
884,4,"0.07%","0.07"
962,4,"0.07%","0.07"
973,4,"0.07%","0.07"
1128,4,"0.07%","0.07"
1565,4,"0.07%","0.07"
1657,4,"0.07%","0.07"
1695,4,"0.07%","0.07"
1711,4,"0.07%","0.07"
1764,4,"0.07%","0.07"
1831,4,"0.07%","0.07"
1832,4,"0.07%","0.07"
1911,4,"0.07%","0.07"
2056,4,"0.07%","0.07"
2124,4,"0.07%","0.07"
2126,4,"0.07%","0.07"
2147,4,"0.07%","0.07"
2152,4,"0.07%","0.07"
2197,4,"0.07%","0.07"
276,4,"0.045%","0.045"
879,4,"0.055999999999999994%","0.056"
883,4,"0.052000000000000005%","0.052"
6,4,"0.045%","0.045"
43,4,"0.045%","0.045"
56,4,"0.052000000000000005%","0.052"
98,4,"0.045%","0.045"
100,4,"0.055999999999999994%","0.056"
184,4,"0.052000000000000005%","0.052"
189,4,"0.045%","0.045"
237,4,"0.055999999999999994%","0.056"
358,4,"0.055999999999999994%","0.056"
425,4,"0.045%","0.045"
429,4,"0.055999999999999994%","0.056"
462,4,"0.052000000000000005%","0.052"
471,4,"0.045%","0.045"
506,4,"0.055999999999999994%","0.056"
511,4,"0.055999999999999994%","0.056"
537,4,"0.052000000000000005%","0.052"
588,4,"0.045%","0.045"
629,4,"0.055999999999999994%","0.056"
661,4,"0.045%","0.045"
678,4,"0.045%","0.045"
702,4,"0.052000000000000005%","0.052"
713,4,"0.052000000000000005%","0.052"
726,4,"0.045%","0.045"
742,4,"0.045%","0.045"
824,4,"0.052000000000000005%","0.052"
863,4,"0.055999999999999994%","0.056"
908,4,"0.055999999999999994%","0.056"
920,4,"0.052000000000000005%","0.052"
922,4,"0.052000000000000005%","0.052"
943,4,"0.055999999999999994%","0.056"
957,4,"0.045%","0.045"
1049,4,"0.045%","0.045"
1051,4,"0.045%","0.045"
1096,4,"0.055999999999999994%","0.056"
1113,4,"0.045%","0.045"
1144,4,"0.052000000000000005%","0.052"
1226,4,"0.045%","0.045"
1293,4,"0.045%","0.045"
1397,4,"0.055999999999999994%","0.056"
1421,4,"0.052000000000000005%","0.052"
1446,4,"0.055999999999999994%","0.056"
1459,4,"0.052000000000000005%","0.052"
1479,4,"0.052000000000000005%","0.052"
1493,4,"0.045%","0.045"
1595,4,"0.052000000000000005%","0.052"
1645,4,"0.055999999999999994%","0.056"
1676,4,"0.052000000000000005%","0.052"
1677,4,"0.052000000000000005%","0.052"
1776,4,"0.045%","0.045"
1777,4,"0.055999999999999994%","0.056"
1784,4,"0.052000000000000005%","0.052"
1823,4,"0.045%","0.045"
1826,4,"0.045%","0.045"
1848,4,"0.055999999999999994%","0.056"
1852,4,"0.055999999999999994%","0.056"
1867,4,"0.052000000000000005%","0.052"
1908,4,"0.055999999999999994%","0.056"
1933,4,"0.052000000000000005%","0.052"
1998,4,"0.052000000000000005%","0.052"
2048,4,"0.055999999999999994%","0.056"
2069,4,"0.055999999999999994%","0.056"
2106,4,"0.055999999999999994%","0.056"
2122,4,"0.055999999999999994%","0.056"
2170,4,"0.052000000000000005%","0.052"
2225,4,"0.052000000000000005%","0.052"
2320,4,"0.055999999999999994%","0.056"
2327,4,"0.045%","0.045"
2343,4,"0.052000000000000005%","0.052"
2351,4,"0.052000000000000005%","0.052"
2368,4,"0.045%","0.045"
2369,4,"0.055999999999999994%","0.056"
2389,4,"0.045%","0.045"
714,4,"0.049%","0.049"
